date,state_ut,district,disease,rainfall_mm,avg_temp_c,humidity_pct,daily_cases
2014-09-04,Assam,Lakhimpur,Cholera,27.33,29.79,72.19,110.0
2014-09-04,Assam,Lakhimpur,Cholera,27.33,29.79,72.19,132.0
2014-09-04,Karnataka,Kolar,Dengue,18.95,28.35,66.99,22.0
2014-09-04,Madhya Pradesh,Sehore,Chikungunya,132.05,27.85,84.12,48.0
2014-09-04,Maharashtra,Gadchiroli,Malaria,112.95,28.09,83.99,17.0
2014-09-05,Bihar,Banka,Acute Diarrhoeal Disease,35.8,27.18,77.03,29.0
2014-09-05,Gujarat,Bharuch,Acute Diarrhoeal Disease,144.84,25.11,84.96,26.0
2014-09-05,Haryana,Kaithal,Acute Diarrhoeal Disease,73.75,27.68,83.37,14.0
2014-09-05,Haryana,Kaithal,Acute Diarrhoeal Disease,73.75,27.68,83.37,14.0
2014-09-06,Sikkim,North Sikkim,Acute Diarrhoeal Disease,46.46,15.83,83.69,24.0
2014-09-06,Sikkim,North Sikkim,Acute Diarrhoeal Disease,46.46,15.83,83.69,24.0
2014-09-06,Tamil Nadu,Tiruvannamalai,Dengue,34.91,37.9,73.45,13.0
2014-09-06,Tamil Nadu,Vellore,Dengue,29.27,35.87,71.43,21.0
2014-09-07,West Bengal,Purulia,Acute Diarrhoeal Disease,40.35,26.92,78.71,37.0
2014-09-07,West Bengal,Purulia,Cholera,40.35,26.92,78.71,71.0
2014-09-08,Bihar,Araria,Cholera,43.77,27.61,79.49,20.0
2014-09-08,Gujarat,Bharuch,Acute Diarrhoeal Disease,68.16,26.08,83.52,24.0
2014-09-08,Karnataka,Koppal,Acute Diarrhoeal Disease,22.92,31.21,69.01,18.0
2014-09-08,Tamil Nadu,Villupuram,Dengue And Chikungunya,17.58,34.59,64.04,26.0
2014-09-08,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,66.9,24.44,83.93,17.0
2014-09-09,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,104.8,25.87,84.61,45.0
2014-09-09,Gujarat,Valsad,Acute Diarrhoeal Disease,136.16,24.74,85.06,15.0
2014-09-09,Madhya Pradesh,Burhanpur,Malaria,147.49,28.28,84.01,13.0
2014-09-09,Maharashtra,Nashik,Acute Diarrhoeal Disease,106.43,24.1,85.15,158.0
2014-09-10,Karnataka,Bidar,Acute Diarrhoeal Disease,64.19,28.46,82.5,19.0
2014-09-10,Maharashtra,Jalna,Dengue,151.05,28.72,83.88,15.0
2014-09-10,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,27.02,27.83,72.6,16.0
2014-09-11,Chhattisgarh,Raipur,Dengue,78.33,28.35,83.36,12.0
2014-09-11,Tamil Nadu,Cuddalore,Cholera,6.39,34.31,53.84,16.0
2014-09-11,Tamil Nadu,Krishnagiri,Dengue,1.78,35.41,48.74,10.0
2014-09-12,Bihar,Darbhanga,Acute Diarrhoeal Disease,69.04,27.71,83.09,81.0
2014-09-12,Karnataka,Dharwad,Chikungunya,26.82,31.06,71.51,13.0
2014-09-12,Tamil Nadu,Pudukottai,Chikungunya,2.3,39.8,47.97,17.0
2014-09-12,Tamil Nadu,Pudukottai,Dengue,2.3,39.8,47.97,21.0
2014-09-13,Madhya Pradesh,Sehore,Chikungunya,63.7,28.35,82.5,58.0
2014-09-14,Karnataka,Bangalore urban,Dengue,2.22,31.89,50.26,20.0
2014-09-14,Maharashtra,Washim,Dengue,70.59,23.63,84.41,28.0
2014-09-15,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,33.94,24.62,77.03,57.0
2014-09-15,Karnataka,Ballari,Chikungunya,4.3,29.59,53.11,83.0
2014-09-15,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,31.68,27.49,75.15,23.0
2014-09-15,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,38.22,27.82,77.74,13.0
2014-09-16,Tamil Nadu,Madurai,Dengue,5.32,41.36,50.63,38.0
2014-09-16,Tamil Nadu,Pudukkottai,Chikungunya,5.22,39.16,51.19,18.0
2014-09-17,Bihar,Gaya,Malaria,80.46,28.85,83.29,110.0
2014-09-17,Maharashtra,Gadchiroli,Malaria,56.4,28.95,81.52,12.0
2014-09-18,Delhi,Central Delhi,Acute Diarrhoeal Disease,4.86,30.5,53.41,21.0
2014-09-18,Karnataka,Ballari,Chikungunya,7.07,28.78,56.18,28.0
2014-09-18,Maharashtra,Amravati,Acute Diarrhoeal Disease,24.62,27.99,71.1,112.0
2014-09-18,West Bengal,South Parganas,Acute Diarrhoeal Disease,19.12,28.39,67.11,115.0
2014-09-18,West Bengal,South Parganas,Acute Diarrhoeal Disease,19.12,28.39,67.11,115.0
2014-09-19,Chhattisgarh,Raipur,Dengue,45.7,27.19,80.11,17.0
2014-09-19,Tamil Nadu,Thiruvannamalai,Chikungunya,9.25,42.38,54.25,11.0
2014-09-20,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,40.86,27.59,78.67,24.0
2014-09-20,Maharashtra,Nagpur,Dengue,5.9,29.92,54.66,30.0
2014-09-20,Telangana,Medak,Acute Diarrhoeal Disease,29.64,31.07,73.06,14.0
2014-09-21,Bihar,Katihar,Acute Diarrhoeal Disease,65.17,28.19,82.67,19.0
2014-09-21,Madhya Pradesh,Khandwa,Malaria,8.59,28.7,57.72,7.0
2014-09-21,Maharashtra,Nagpur,Chikungunya,4.05,29.92,52.75,15.0
2014-09-21,Telangana,Nalgonda,Malaria,71.03,28.54,82.97,31.0
2014-09-22,Gujarat,Vadodara,Acute Diarrhoeal Disease,10.68,28.68,59.75,33.0
2014-09-22,West Bengal,North 24 Parganas,Dengue,78.82,28.74,83.27,225.0
2014-09-23,Punjab,Sangrur,Cholera,1.13,29.15,49.94,94.0
2014-09-24,Tamil Nadu,Virudhunagar,Chikungunya,7.24,41.89,52.42,18.0
2014-09-24,West Bengal,Medinipur West,Cholera,75.41,28.57,83.18,148.0
2014-09-25,Bihar,Araria,Acute Encephalitis Syndrome,143.78,26.14,84.65,8.0
2014-09-25,Karnataka,Kolar,Chikungunya,30.73,34.61,72.56,36.0
2014-09-25,Madhya Pradesh,Morena,Malaria,0.01,33.1,47.58,25.0
2014-09-25,Maharashtra,Beed,Dengue And Chikungunya,2.99,34.18,50.38,52.0
2014-09-25,West Bengal,Howrah,Acute Diarrhoeal Disease,74.24,26.17,83.84,17.0
2014-09-26,Maharashtra,Amravati,Dengue,2.35,29.71,51.06,156.0
2014-09-26,Tamil Nadu,Thanjavur,Chikungunya,20.07,33.96,66.16,28.0
2014-09-26,West Bengal,Hooghly,Acute Diarrhoeal Disease,98.04,27.15,84.16,224.0
2014-09-26,West Bengal,Hooghly,Acute Diarrhoeal Disease,98.04,27.15,84.16,362.0
2014-09-26,West Bengal,Hooghly,Cholera,98.04,27.15,84.16,372.0
2014-09-27,Madhya Pradesh,Morena,Malaria,0.01,34.52,47.15,18.0
2014-09-27,Odisha,Rayagada,Acute Diarrhoeal Disease,17.39,28.56,65.7,129.0
2014-09-28,Gujarat,Kheda,Acute Diarrhoeal Disease,2.37,31.87,50.42,13.0
2014-09-28,Karnataka,Dharwad,Chikungunya,51.5,33.0,79.55,23.0
2014-09-28,Maharashtra,Jalgaon,Dengue,0.4,31.9,48.36,25.0
2014-09-28,West Bengal,Birbhum,Dengue,19.48,27.86,67.55,152.0
2014-09-28,West Bengal,Dakshin Dinajpur,Cholera,17.35,25.21,66.67,23.0
2014-10-01,Gujarat,Vadodara,Cholera,5.15,32.28,53.18,35.0
2014-10-02,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,5.0,33.52,57.64,11.0
2014-10-03,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,0.02,29.91,48.55,41.0
2014-10-03,Maharashtra,Nagpur,Dengue,0.08,33.5,47.53,49.0
2014-10-04,Bihar,Katihar,Acute Diarrhoeal Disease,9.87,28.05,59.15,15.0
2014-10-04,Bihar,Saharsa,Acute Diarrhoeal Disease,21.17,28.08,68.73,80.0
2014-10-04,Madhya Pradesh,Morena,Malaria,0.44,36.8,46.92,52.0
2014-10-04,Tamil Nadu,Kancheepuram,Dengue,16.84,30.39,64.7,31.0
2014-10-05,Bihar,Araria,Acute Encephalitis Syndrome,13.84,28.11,62.82,6.0
2014-10-05,Madhya Pradesh,Morena,Malaria,0.44,37.3,46.77,20.0
2014-10-05,Madhya Pradesh,Sehore,Chikungunya,2.58,35.18,49.65,140.0
2014-10-06,Maharashtra,Jalna,Dengue,0.91,37.33,47.25,20.0
2014-10-06,Odisha,Balangir,Cholera,4.29,30.57,52.81,40.0
2014-10-07,Kerala,Wayanad,Acute Diarrhoeal Disease,65.81,26.6,83.2,28.0
2014-10-07,West Bengal,Birbhum,Dengue,7.1,27.64,56.55,82.0
2014-10-08,Bihar,Araria,Acute Diarrhoeal Disease,6.1,29.87,54.87,17.0
2014-10-08,Maharashtra,Ahmednagar,Dengue,1.18,38.62,47.15,11.0
2014-10-08,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,1.99,28.38,51.07,17.0
2014-10-09,Assam,Goalpara,Acute Diarrhoeal Disease,3.95,28.9,52.95,12.0
2014-10-09,Maharashtra,Amravati,Acute Diarrhoeal Disease,3.12,33.25,50.79,30.0
2014-10-09,Maharashtra,Nashik,Dengue,10.19,31.45,58.45,10.0
2014-10-10,Odisha,Ganjam,Acute Diarrhoeal Disease,5.0,27.33,59.5,15.0
2014-10-10,Tamil Nadu,Kancheepuram,Dengue And Chikungunya,73.7,31.54,82.21,16.0
2014-10-10,Uttar Pradesh,Shravasti,Acute Diarrhoeal Disease,1.54,29.49,50.26,17.0
2014-10-11,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,3.68,32.21,51.69,11.0
2014-10-11,Tamil Nadu,Madurai,Chikungunya,45.87,36.59,77.33,22.0
2014-10-13,Jammu and Kashmir,Leh (ladakh),Acute Diarrhoeal Disease,8.02,16.13,60.92,17.0
2014-10-13,Karnataka,Kolar,Dengue,64.38,30.43,81.93,20.0
2014-10-14,Bihar,Patna,Dengue,30.68,27.71,74.6,11.0
2014-10-14,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,1.55,33.22,49.16,35.0
2014-10-15,Karnataka,Chikkaballapur,Chikungunya,36.34,30.97,76.1,69.0
2014-10-15,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,58.81,32.74,80.68,12.0
2014-10-16,Karnataka,Haveri,Acute Diarrhoeal Disease,28.48,25.56,74.1,13.0
2014-10-17,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,61.41,26.47,82.84,20.0
2014-10-18,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.01,32.68,47.7,263.0
2014-10-18,Karnataka,Raichur,Acute Diarrhoeal Disease,0.43,31.4,48.53,22.0
2014-10-20,Assam,Kokrajhar,Acute Diarrhoeal Disease,14.89,23.98,64.98,32.0
2014-10-20,Maharashtra,Nagpur,Dengue,5.67,30.88,54.14,16.0
2014-10-24,Maharashtra,Amravati,Acute Diarrhoeal Disease,3.26,35.7,50.2,71.0
2014-10-24,Maharashtra,Satara,Dengue,7.13,33.99,54.68,22.0
2014-10-25,Madhya Pradesh,Morena,Malaria,0.02,36.01,46.72,138.0
2014-10-26,Madhya Pradesh,Hoshangabad,Acute Diarrhoeal Disease,1.59,32.49,49.42,19.0
2014-10-27,Karnataka,Haveri,Acute Diarrhoeal Disease,70.17,29.15,82.73,10.0
2014-10-27,Madhya Pradesh,Burhanpur,Dengue,3.98,34.58,51.29,25.0
2014-10-27,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,85.88,27.18,83.95,83.0
2014-10-28,Bihar,East Champaran,Cholera,4.13,27.72,53.49,21.0
2014-10-28,Jharkhand,Deoghar,Acute Diarrhoeal Disease,3.16,29.73,51.89,28.0
2014-10-28,Karnataka,Raichur,Dengue,45.59,31.99,78.64,42.0
2014-10-28,Madhya Pradesh,Mandla,Malaria,3.07,29.52,51.86,207.0
2014-10-28,Maharashtra,Dhule,Malaria,0.17,34.18,47.43,12.0
2014-10-28,Maharashtra,Thane,Acute Diarrhoeal Disease,5.83,31.69,54.06,194.0
2014-10-28,Maharashtra,Thane,Acute Diarrhoeal Disease,5.83,31.69,54.06,194.0
2014-10-28,Punjab,Moga,Cholera,4.48,28.66,53.58,13.0
2014-10-28,Tamil Nadu,Thanjavur,Chikungunya,42.48,29.26,78.65,86.0
2014-10-28,West Bengal,Malda,Dengue,5.47,28.33,54.7,32.0
2014-10-28,West Bengal,Malda,Dengue,5.47,28.33,54.7,76.0
2014-10-28,West Bengal,Malda,Dengue,5.47,28.33,54.7,85.0
2014-10-28,West Bengal,Murshidabad,Dengue,5.18,28.67,54.29,77.0
2014-11-01,Haryana,Ambala,Acute Diarrhoeal Disease,1.12,27.09,50.55,24.0
2014-11-01,Haryana,Ambala,Acute Diarrhoeal Disease,1.12,27.09,50.55,28.0
2014-11-01,Maharashtra,Satara,Dengue,10.73,33.42,58.37,8.0
2014-11-02,Assam,Jorhat,Acute Diarrhoeal Disease,1.73,27.03,51.2,22.0
2014-11-02,Maharashtra,Gadchiroli,Malaria,1.71,27.33,51.09,70.0
2014-11-03,Maharashtra,Dhule,Chikungunya,0.0,36.66,46.51,44.0
2014-11-04,Assam,Baksa,Malaria,0.12,25.54,49.96,41.0
2014-11-04,Bihar,Araria,Acute Encephalitis Syndrome,3.35,29.1,52.28,5.0
2014-11-04,West Bengal,Burdwan,Acute Diarrhoeal Disease,0.54,28.69,49.46,37.0
2014-11-05,Gujarat,Surat,Acute Diarrhoeal Disease,0.01,33.24,47.53,37.0
2014-11-05,Kerala,Palakkad,Cholera,86.08,25.3,84.51,2.0
2014-11-05,Madhya Pradesh,Betul,Malaria,0.01,31.33,48.11,39.0
2014-11-05,Maharashtra,Nashik,Dengue,0.01,33.31,47.51,27.0
2014-11-06,Madhya Pradesh,Mandla,Malaria,0.08,28.88,48.92,7.0
2014-11-06,Maharashtra,Gadchiroli,Malaria,0.01,28.05,49.09,42.0
2014-11-08,Haryana,Sirsa,Acute Diarrhoeal Disease,1.08,30.42,49.51,31.0
2014-11-08,Maharashtra,Sangli,Cholera,0.01,31.18,48.15,36.0
2014-11-08,Tamil Nadu,Erode,Chikungunya,7.03,24.26,57.5,7.0
2014-11-08,Tamil Nadu,Tiruvannamalai,Chikungunya,11.04,24.77,61.25,16.0
2014-11-09,Assam,Dibrugarh,Acute Diarrhoeal Disease,0.11,29.22,48.85,42.0
2014-11-09,Gujarat,Chota Udaipur,Cholera,0.01,33.8,47.37,94.0
2014-11-09,Maharashtra,Nagpur,Dengue,0.01,32.26,47.83,22.0
2014-11-10,Madhya Pradesh,Jhabua,Malaria,0.01,37.5,46.26,99.0
2014-11-10,Maharashtra,Amravati,Acute Diarrhoeal Disease,0.01,35.14,46.97,70.0
2014-11-11,Karnataka,Raichur,Dengue,1.01,28.89,49.89,72.0
2014-11-11,Maharashtra,Parbhani,Acute Diarrhoeal Disease,8.71,35.45,55.81,32.0
2014-11-12,Gujarat,Vadodara,Acute Diarrhoeal Disease,0.01,33.09,47.58,36.0
2014-11-12,Jammu and Kashmir,Leh (ladakh),Acute Diarrhoeal Disease,12.01,10.0,66.59,22.0
2014-11-12,Maharashtra,Ahmednagar,Dengue,2.58,35.18,49.65,55.0
2014-11-12,Maharashtra,Gadchiroli,Malaria,12.24,27.67,61.5,4.0
2014-11-12,Maharashtra,Sangli,Acute Diarrhoeal Disease,0.78,28.98,49.63,51.0
2014-11-12,West Bengal,Hooghly,Cholera,0.01,29.09,48.78,12.0
2014-11-13,Jharkhand,Godda,Malaria,0.01,30.28,48.42,59.0
2014-11-13,West Bengal,Hooghly,Dengue,0.01,28.87,48.85,39.0
2014-11-13,West Bengal,Hooghly,Dengue,0.01,28.87,48.85,40.0
2014-11-15,Assam,Kamrup,Malaria,2.09,27.24,51.52,36.0
2014-11-16,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,0.02,27.97,49.13,76.0
2014-11-17,Karnataka,Dharwad,Chikungunya,86.31,31.06,82.79,23.0
2014-11-17,Madhya Pradesh,Morena,Malaria,0.01,28.37,49.0,74.0
2014-11-18,Gujarat,Anand,Acute Diarrhoeal Disease,9.83,32.0,57.94,29.0
2014-11-20,Karnataka,Dharwad,Chikungunya,78.38,30.96,82.58,16.0
2014-11-21,Tamil Nadu,Perambalur,Dengue,16.52,27.44,65.32,11.0
2014-11-22,Assam,Baksa,Malaria,0.31,25.17,50.28,11.0
2014-11-22,Madhya Pradesh,Khandwa,Dengue,1.25,33.74,48.69,10.0
2014-11-22,Maharashtra,Sangli,Acute Diarrhoeal Disease,2.27,29.15,51.14,40.0
2014-11-24,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,0.02,32.67,47.72,18.0
2014-11-24,Maharashtra,Amravati,Dengue,0.15,34.27,47.38,32.0
2014-11-24,Maharashtra,Chandrapur,Dengue,0.25,30.05,48.74,6.0
2014-11-26,West Bengal,Malda,Malaria,0.01,26.67,49.51,13.0
2014-11-26,West Bengal,Malda,Malaria,0.01,26.67,49.51,21.0
2014-11-26,West Bengal,Malda,Malaria,0.01,26.67,49.51,21.0
2014-11-28,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,0.15,24.35,50.35,22.0
2014-11-28,Assam,Udalguri,Malaria,3.66,19.72,55.42,13.0
2014-11-28,Karnataka,Haveri,Acute Diarrhoeal Disease,0.0,24.94,50.02,15.0
2014-11-28,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,0.0,32.2,47.85,10.0
2014-12-01,Arunachal Pradesh,East Siang,Dengue,12.02,13.7,65.49,27.0
2014-12-01,Arunachal Pradesh,East Siang,Dengue,12.02,13.7,65.49,15.0
2014-12-01,Arunachal Pradesh,East Siang,Dengue,12.02,13.7,65.49,22.0
2014-12-01,Madhya Pradesh,Khandwa,Malaria,0.0,34.49,47.16,27.0
2014-12-01,Maharashtra,Chandrapur,Malaria,0.0,27.02,49.4,81.0
2014-12-02,Karnataka,Gadag,Chikungunya,0.15,32.79,47.82,39.0
2014-12-02,Maharashtra,Ratnagiri,Dengue,0.03,30.82,48.29,46.0
2014-12-04,Madhya Pradesh,Khandwa,Chikungunya,0.0,33.38,47.49,35.0
2014-12-04,Madhya Pradesh,Sehore,Chikungunya,0.0,31.94,47.92,50.0
2014-12-04,Rajasthan,Bikaner,Acute Diarrhoeal Disease,0.0,36.53,46.55,17.0
2014-12-04,Tamil Nadu,Virudhunagar,Dengue And Chikungunya,57.07,25.24,82.72,24.0
2014-12-06,Karnataka,Chitradurga,Malaria,0.33,28.26,49.37,36.0
2014-12-09,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,0.03,27.22,49.37,25.0
2014-12-09,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,0.0,33.0,47.6,40.0
2014-12-09,Maharashtra,Satara,Malaria,0.01,33.11,47.58,74.0
2014-12-11,Karnataka,Kolar,Dengue,9.7,29.06,58.69,23.0
2014-12-12,Gujarat,Anand,Acute Diarrhoeal Disease,0.01,28.67,48.9,26.0
2014-12-12,Maharashtra,Beed,Acute Diarrhoeal Disease,1.51,34.38,48.77,52.0
2014-12-15,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,0.26,25.72,50.06,27.0
2014-12-15,Tripura,South Tripura,Acute Diarrhoeal Disease,0.01,21.03,51.2,12.0
2014-12-18,Assam,Kamrup,Acute Diarrhoeal Disease,0.45,22.03,51.37,20.0
2014-12-18,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,0.01,30.71,48.29,178.0
2014-12-18,Maharashtra,Raigad,Acute Diarrhoeal Disease,8.87,28.5,58.05,49.0
2014-12-18,Maharashtra,Raigad,Acute Diarrhoeal Disease,8.87,28.5,58.05,49.0
2014-12-18,West Bengal,Malda,Malaria,2.91,21.83,54.0,37.0
2014-12-22,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,0.01,28.84,48.85,74.0
2014-12-22,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,0.01,28.84,48.85,176.0
2014-12-24,Assam,Kokrajhar,Malaria,0.14,18.07,52.22,1127.0
2014-12-25,Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,0.01,23.43,50.48,239.0
2014-12-25,Maharashtra,Gadchiroli,Malaria,0.01,23.76,50.38,14.0
2014-12-25,Tamil Nadu,Sivaganga,Dengue And Chikungunya,6.95,24.62,57.3,25.0
2014-12-26,Gujarat,Anand,Acute Diarrhoeal Disease,0.01,28.07,49.09,90.0
2014-12-28,Assam,Udalguri,Malaria,0.01,20.36,51.4,120.0
2014-12-28,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,0.25,11.0,54.46,120.0
2014-12-28,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,0.05,17.71,52.24,17.0
2015-01-01,Delhi,New Delhi,Dengue,0.03,16.6,52.55,477.0
2015-01-01,Delhi,New Delhi,Dengue,0.03,16.6,52.55,778.0
2015-01-02,Karnataka,Dharwad,Chikungunya,4.01,30.79,52.45,36.0
2015-01-03,Tamil Nadu,Karur,Dengue,55.5,29.25,81.31,16.0
2015-01-05,Maharashtra,Sangli,Acute Diarrhoeal Disease,4.52,28.74,53.6,97.0
2015-01-07,Assam,Jorhat,Acute Diarrhoeal Disease,15.31,18.39,67.01,18.0
2015-01-07,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.55,30.0,49.08,44.0
2015-01-08,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,10.11,28.17,59.35,90.0
2015-01-09,Tamil Nadu,Tiruchirapalli,Dengue,4.22,29.45,53.07,26.0
2015-01-11,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,0.02,30.13,48.48,37.0
2015-01-11,Maharashtra,Satara,Acute Diarrhoeal Disease,0.03,31.11,48.2,22.0
2015-01-14,Karnataka,Gadag,Acute Diarrhoeal Disease,0.01,34.19,47.25,46.0
2015-01-15,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,12.43,13.12,66.04,45.0
2015-01-16,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,0.01,30.42,48.38,22.0
2015-01-17,Madhya Pradesh,Neemuch,Acute Diarrhoeal Disease,1.02,23.59,51.5,268.0
2015-01-20,Delhi,South Delhi,Acute Diarrhoeal Disease,4.73,17.68,57.13,17.0
2015-01-20,Karnataka,Haveri,Acute Diarrhoeal Disease,0.0,28.48,48.96,10.0
2015-01-20,Rajasthan,Nagaur,Acute Diarrhoeal Disease,0.01,28.49,48.97,285.0
2015-01-21,Gujarat,Mehsana,Acute Diarrhoeal Disease,0.03,24.35,50.23,37.0
2015-01-21,Tamil Nadu,Tirunelveli Sankarankovil,Dengue,1.96,27.92,51.18,16.0
2015-01-22,Karnataka,Vijapura,Acute Diarrhoeal Disease,0.01,32.36,47.8,13.0
2015-01-23,Assam,Sonitpur,Acute Diarrhoeal Disease,0.11,22.53,50.86,12.0
2015-01-24,Tamil Nadu,Perambalur,Chikungunya,2.63,31.05,50.95,22.0
2015-01-25,Tamil Nadu,Tiruchirapalli,Chikungunya,4.72,31.15,53.08,13.0
2015-01-26,Odisha,Ganjam,Acute Diarrhoeal Disease,5.0,25.65,60.0,21.0
2015-01-28,Karnataka,Tumkur,Dengue,0.06,31.14,48.23,11.0
2015-01-28,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,0.29,19.42,51.98,375.0
2015-02-03,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,2.58,16.33,55.31,110.0
2015-02-03,Tamil Nadu,Sivaganga,Dengue,1.11,30.12,49.63,30.0
2015-02-04,West Bengal,Midnapore West,Acute Diarrhoeal Disease,0.23,25.28,50.16,400.0
2015-02-09,Gujarat,Valsad,Acute Diarrhoeal Disease,0.02,34.23,47.25,45.0
2015-02-09,Maharashtra,Ahmednagar,Chikungunya,0.01,32.15,47.86,13.0
2015-02-09,Maharashtra,Ahmednagar,Chikungunya,0.01,32.15,47.86,13.0
2015-02-09,Tamil Nadu,Sivaganga,Dengue,0.19,33.39,47.68,20.0
2015-02-11,Assam,Kamrup,Acute Diarrhoeal Disease,0.25,23.58,50.69,13.0
2015-02-14,Maharashtra,Pune,Acute Diarrhoeal Disease,2.04,33.55,49.57,55.0
2015-02-16,Tamil Nadu,Sivaganga,Dengue,2.03,33.57,49.56,20.0
2015-02-18,Andhra Pradesh,Kurnool,Cholera,0.02,38.29,46.03,22.0
2015-02-18,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,0.11,36.39,46.7,22.0
2015-02-18,Maharashtra,Chandrapur,Malaria,0.12,33.92,47.45,51.0
2015-02-20,Maharashtra,Thane,Acute Diarrhoeal Disease,0.01,38.13,46.07,45.0
2015-02-21,Gujarat,Mehsana,Acute Diarrhoeal Disease,0.01,31.93,47.93,20.0
2015-02-21,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,64.27,11.08,87.73,39.0
2015-02-23,Himachal Pradesh,Una,Acute Diarrhoeal Disease,29.99,18.71,76.95,50.0
2015-02-24,Gujarat,Ahmedabad,Cholera,0.01,33.91,47.33,24.0
2015-02-24,Maharashtra,Sangli,Dengue,0.01,38.51,45.95,15.0
2015-02-27,Kerala,Malappuram,Dengue,0.37,32.86,48.03,20.0
2015-02-27,Telangana,Mahabubnagar,Cholera,0.0,40.62,45.32,31.0
2015-03-01,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,0.71,40.39,46.13,35.0
2015-03-01,West Bengal,Burdwan,Acute Diarrhoeal Disease,0.03,31.66,48.04,46.0
2015-03-04,Karnataka,Ramanagara,Dengue,1.9,35.29,48.9,36.0
2015-03-06,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,145.35,12.12,88.85,16.0
2015-03-06,Tamil Nadu,Sivaganga,Chikungunya,7.48,36.94,54.14,10.0
2015-03-07,Karnataka,Chikkaballapura,Acute Diarrhoeal Disease,11.11,31.93,59.17,10.0
2015-03-07,Tamil Nadu,Namakkal,Dengue,10.04,39.6,55.85,5.0
2015-03-08,Himachal Pradesh,Sirmaur,Acute Diarrhoeal Disease,127.88,19.52,86.61,36.0
2015-03-10,Andhra Pradesh,Kadapa,Dengue,4.33,38.04,50.61,42.0
2015-03-11,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,37.69,10.9,82.62,27.0
2015-03-12,Karnataka,Bidar,Acute Diarrhoeal Disease,14.81,40.29,60.02,12.0
2015-03-13,Rajasthan,Pali,Acute Diarrhoeal Disease,0.25,34.66,47.37,208.0
2015-03-13,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,35.06,57.18,12.0
2015-03-15,Jammu and Kashmir,Jammu and Kashmir,Acute Diarrhoeal Disease,6.44,10.0,61.18,410.0
2015-03-18,Maharashtra,Sangli,Chikungunya,1.78,34.64,48.97,19.0
2015-03-21,Maharashtra,Sangli,Acute Diarrhoeal Disease,0.55,35.94,47.3,65.0
2015-03-22,Telangana,Mahabubnagar,Chikungunya,0.12,41.9,45.06,32.0
2015-03-23,Assam,Sonitpur,Acute Diarrhoeal Disease,1.18,30.73,49.52,42.0
2015-03-23,Gujarat,Amreli,Acute Diarrhoeal Disease,0.01,39.95,45.52,52.0
2015-03-26,Bihar,Nalanda,Acute Diarrhoeal Disease,0.02,37.03,46.41,14.0
2015-03-26,Kerala,Ernakulam,Dengue,2.98,31.09,51.3,18.0
2015-03-26,Kerala,Kottayam,Dengue,2.98,31.09,51.3,18.0
2015-03-26,Kerala,Kottayam,Dengue,2.98,31.09,51.3,29.0
2015-03-28,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,0.13,39.96,45.65,82.0
